reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R02422__cyto,900.1378,XP_025344173.1,C00499,1
R03291__cyto,24.4865,XP_025340638.1,C01157,1
R00572__cyto,59.053,XP_025344429.1,C00022,4
R04378__cyto,1.493,XP_025343063.1,C04677,1
R01900__mito,19.5124,XP_025344429.1,C00311,1
R01716__cyto,1.4882,XP_025342541.1,C00251,2
R01158__cyto,3.8607,XP_025340600.1,C00860,1
R09136__cyto,1.4882,XP_025343544.1,C18242,1
R10688__cyto,12.8422,XP_025343307.1,C20776,3
R01658__cyto,1.422,XP_025340303.1,C00235,4
R01061__cyto,84.4411,XP_025344088.1,C00118,2
R11896__mito,2.4943,XP_025343733.1,C21751,1
R01900__cyto,19.5124,XP_025344429.1,C00311,1
R00578__cyto,13.5532,XP_025342990.1,C00064,4
R04125__mito,4.6888,XP_025343944.1,C00101,1
R10092__cyto,2563.5035,XP_025342332.1,C00288,1
R11399__cyto,14.8369,XP_025344077.1,C03862,5
R09944__cyto,112.9695,XP_025340471.1,C00063,1
R09077__cyto,11.0417,XP_025344769.1,C00315,1
R00351__cyto,158.9636,XP_025341180.1,C00036,2
R00139__cyto,29.4612,XP_025339680.1,C11038,1
R04065__cyto,12.9672,XP_025343288.1,C05130,3
R00299__cyto,41.9897,XP_025343315.1,C00031,3
R00509__cyto,37.4384,XP_025344429.1,C00224,1
R03947__cyto,0.0729,XP_025344558.1,C02463,1
R05641__cyto,6.4535,XP_025341362.1,C01694,1
R11895__cyto,23.4632,XP_025339680.1,C21750,1
R08648__mito,14.8592,XP_025341159.1,C00109,4
R01715__cyto,42.3109,XP_025343085.1,C00251,1
R05050__cyto,20.6059,XP_025343288.1,C05936,3
R03508__cyto,6.1316,XP_025343020.1,C01302,1
R11891__mito,1.5077,XP_025342018.1,C16634,1
R04620__cyto,2.3572,XP_025344545.1,C04895,1
R10687__cyto,13.1323,XP_025343307.1,C12270,3
R02587__cyto,14.4524,XP_025343979.1,C06369,8
R01561__cyto,1.2039,XP_025343966.1,C00212,1
R01281__cyto,7.0357,XP_025342760.1,C00154,2
R11892__mito,1.0732,XP_025342018.1,C04242,1
R07934__cyto,14.4997,XP_025340904.1,C16168,3
R02147__cyto,1.4134,XP_025343966.1,C00387,1
R01123__cyto,1.9741,XP_025344271.1,C00129,1
R01939__cyto,4.9827,XP_025340820.1,C00026,2
R11894__cyto,30.405,XP_025339680.1,C21748,1
R02702__cyto,3.9388,XP_025339653.1,C00643,1
R01878__cyto,338.3562,XP_025343059.1,C00475,1
R00573__cyto,65.0761,XP_025341782.1,C00064,1
R09074__cyto,7.724,XP_025344769.1,C00612,1
R08146__cyto,14.4532,XP_025343288.1,C03461,3
R04439__cyto,2.3793,XP_025340578.1,C06010,1
R02864__cyto,0.0329,XP_025344558.1,C00748,1
R04560__cyto,0.1868,XP_025341005.1,C04677,2
R00078__mito,9.0341,XP_025341880.1,C14818,1
R11893__cyto,105.4466,XP_025340212.1,C21750,2
R02425__cyto,519.0404,XP_025340150.1,C02350,1
R04754__pero,9.2341,XP_025340905.1,C05274,3
R02923__cyto,24.7217,XP_025344644.1,C00792,4
R10686__cyto,24.4786,XP_025341635.1,C00135,2
R05586__cyto,20.3385,XP_025342531.1,C06715,8
R02865__cyto,20.0347,XP_025343315.1,C00794,4
R01121__cyto,4.7708,XP_025344126.1,C01143,1
