reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R00572__cyto,51.748,XP_025335695.1,C00022,4
R04378__cyto,0.0208,XP_025337854.1,C04677,1
R01900__mito,20.3077,XP_025335695.1,C00311,1
R01158__cyto,4.0525,XP_025334566.1,C00860,1
R09136__cyto,3.8286,XP_025337424.1,C18242,1
R10688__cyto,8.8485,XP_025337643.1,C20776,2
R01658__cyto,8.733,XP_025338951.1,C00235,4
R01061__cyto,126.4736,XP_025336410.1,C00118,2
R11896__mito,68.0915,XP_025336054.1,C21751,1
R01900__cyto,20.3077,XP_025335695.1,C00311,1
R00578__cyto,3.1065,XP_025337486.1,C00064,4
R04125__mito,8.4658,XP_025336269.1,C00101,1
R10092__cyto,9546.578,XP_025336840.1,C00288,1
R11399__cyto,28.6276,XP_025336401.1,C03862,5
R09944__cyto,9.0307,XP_025339112.1,C00063,1
R09077__cyto,0.2303,XP_025337949.1,C00315,1
R00351__cyto,74.8562,XP_025338521.1,C00036,2
R00139__cyto,1.0076,XP_025334874.1,C11038,1
R04065__cyto,10.1863,XP_025338982.1,C05130,2
R00299__cyto,9.6714,XP_025337633.1,C00031,3
R00509__cyto,35.3923,XP_025335695.1,C00224,1
R03947__cyto,2.7236,XP_025335814.1,C02463,1
R05641__cyto,1.9958,XP_025338701.1,C01694,1
R11895__cyto,1.1875,XP_025334874.1,C21750,1
R08648__mito,6.5584,XP_025338499.1,C00109,4
R01715__cyto,19.0166,XP_025337836.1,C00251,1
R05050__cyto,20.2229,XP_025338982.1,C05936,2
R03508__cyto,86.818,XP_025338347.1,C01302,4
R11891__mito,12.9101,XP_025335650.1,C16634,1
R04620__cyto,0.5576,XP_025335801.1,C04895,1
R10687__cyto,8.6159,XP_025337643.1,C12270,2
R02587__cyto,3.6416,XP_025337899.1,C06369,5
R01561__cyto,18.3951,XP_025336292.1,C00212,1
R01281__cyto,11.3848,XP_025337260.1,C00154,2
R11892__mito,10.3642,XP_025335650.1,C04242,1
R07934__cyto,27.5744,XP_025338245.1,C16168,3
R02147__cyto,7.8514,XP_025336292.1,C00387,1
R01123__cyto,24.4338,XP_025336600.1,C00129,1
R01939__cyto,1.647,XP_025338163.1,C00026,2
R11894__cyto,1.196,XP_025334874.1,C21748,1
R02702__cyto,4.6748,XP_025337759.1,C00643,1
R01878__cyto,145.2875,XP_025337858.1,C00475,1
R00573__cyto,10.8963,XP_025339345.1,C00064,1
R09074__cyto,0.8301,XP_025337949.1,C00612,1
R08146__cyto,15.6582,XP_025338982.1,C03461,2
R04439__cyto,2.1947,XP_025334545.1,C06010,1
R02864__cyto,0.384,XP_025335814.1,C00748,1
R04560__cyto,0.1944,XP_025338344.1,C04677,2
R00078__mito,23.2659,XP_025339253.1,C14818,1
R11893__cyto,56.7793,XP_025336772.1,C21750,2
R02425__cyto,179.3918,XP_025335362.1,C02350,1
R04754__pero,17.4014,XP_025338245.1,C05274,3
R02923__cyto,57.8253,XP_025335900.1,C00792,3
R10686__cyto,46.7359,XP_025339493.1,C00135,2
R05586__cyto,10.1195,XP_025337043.1,C06715,8
R02865__cyto,24.1001,XP_025335695.1,C00794,4
R01121__cyto,1.873,XP_025336448.1,C01143,1
