reaction,kcat_per_s,best_gene,best_substrate,n_substrates
R00351__mito,98.9882,XP_085454362.1,C00036,2
R02422__cyto,3561.2928,XP_085452635.1,C00499,1
R03291__cyto,4.4778,XP_085455185.1,C01157,1
R00572__cyto,33.8514,XP_085455301.1,C00022,4
R04378__cyto,9.5575,XP_085455526.1,C04677,1
R01900__mito,6.0651,XP_085451463.1,C00311,1
R01716__cyto,19.7438,XP_085451789.1,C00064,2
R01158__cyto,5.0596,XP_085455142.1,C00860,1
R09136__cyto,4.816,XP_085450431.1,C18242,1
R10688__cyto,18.7917,XP_085451111.1,C20776,3
R01658__cyto,38.0337,XP_085454813.1,C00235,4
R01061__cyto,186.5598,XP_085452549.1,C00118,2
R11896__mito,11.9679,XP_085452171.1,C21751,1
R01900__cyto,6.0651,XP_085451463.1,C00311,1
R00578__cyto,16.2575,XP_085450528.1,C00064,4
R04125__mito,4.3936,XP_085452398.1,C00101,1
R10092__cyto,850.3891,XP_085453192.1,C00288,1
R11399__cyto,2.8884,XP_085454582.1,C03862,5
R09944__cyto,8.0172,XP_085455009.1,C00063,1
R09077__cyto,0.5787,XP_085451092.1,C00315,1
R00351__cyto,98.9882,XP_085454362.1,C00036,2
R00139__cyto,1.0032,XP_085453629.1,C11038,1
R04065__cyto,14.6591,XP_085453865.1,C05130,3
R00299__cyto,22.9348,XP_085455502.1,C00031,3
R00509__cyto,5.4291,XP_085451463.1,C00224,1
R03947__cyto,1.9911,XP_085451345.1,C02463,1
R05641__cyto,3.0482,XP_085454557.1,C01694,1
R11895__cyto,1.0568,XP_085453629.1,C21750,1
R08648__mito,5.1243,XP_085454339.1,C00022,4
R01715__cyto,43.7653,XP_085455506.1,C00251,1
R05050__cyto,23.9391,XP_085453865.1,C05936,3
R03508__cyto,8.8983,XP_085455708.1,C01302,1
R11891__mito,2.4735,XP_085452867.1,C16634,1
R04620__cyto,0.3555,XP_085451358.1,C04895,1
R10687__cyto,21.1356,XP_085451111.1,C12270,3
R02587__cyto,18.7332,XP_085455657.1,C06369,7
R01561__cyto,14.5876,XP_085452422.1,C00212,1
R01281__cyto,9.4072,XP_085452015.1,C00154,2
R11892__mito,2.4107,XP_085452867.1,C04242,1
R07934__cyto,86.2312,XP_085454068.1,C16168,3
R02147__cyto,12.818,XP_085452422.1,C00387,1
R01123__cyto,0.8962,XP_085452736.1,C00129,1
R01939__cyto,37.8223,XP_085453977.1,C00026,2
R11894__cyto,1.0845,XP_085453629.1,C21748,1
R02702__cyto,6.5563,XP_085453602.1,C00643,1
R01878__cyto,14.8043,XP_085455436.1,C00475,1
R00573__cyto,8.4635,XP_085450958.1,C00064,1
R09074__cyto,2.1048,XP_085451092.1,C00612,1
R08146__cyto,16.8683,XP_085454779.1,C03461,3
R04439__cyto,2.3233,XP_085455120.1,C06010,1
R02864__cyto,0.1648,XP_085451345.1,C00748,1
R04560__cyto,0.7095,XP_085454176.1,C04677,2
R00078__mito,11.5058,XP_085450767.1,C14818,1
R11893__cyto,66.9684,XP_085451545.1,C21750,2
R02425__cyto,204.4135,XP_085451603.1,C02350,1
R04754__pero,35.4711,XP_085454068.1,C05274,3
R02923__cyto,103.5129,XP_085452238.1,C00792,4
R10686__cyto,10.3519,XP_085451015.1,C00135,2
R05586__cyto,62.9651,XP_085453932.1,C06715,9
R02865__cyto,16.2496,XP_085455502.1,C00794,4
R01121__cyto,2.0886,XP_085452587.1,C01143,1
