reaction,kcat_per_s,best_gene,best_substrate,n_substrates
TR1000259_CYTMEM__plas,63.8967,CPAR2_108350,C00310,10
R07273__cyto,0.7201,CPAR2_200190,C04145,2
R01776__cyto,36.8102,CPAR2_203640,C00024,4
R03347__cyto,14.7662,CPAR2_202110,C05841,1
R02371__cyto,1.3251,CPAR2_404130,C00475,2
TR0000877_CYTMEM__plas,4.6984,CPAR2_105400,C01189,3
R03237__cyto,11.4134,CPAR2_703030,C00063,4
R00238__cyto,26.8076,CPAR2_212970,C00024,4
R01001__cyto,2.4218,CPAR2_701500,C02291,2
R00310__cyto,1.4882,CPAR2_406320,C02191,2
R00017__cyto,3329.2096,CPAR2_102830,C00027,1
R00908__cyto,39.7776,CPAR2_211040,C00026,4
R01229__cyto,36.8039,CPAR2_212270,C00119,4
R00253__cyto,16.9949,CPAR2_203350,C00025,1
TR0000260_CYTMEM__plas,0.3294,CPAR2_803540,C00311,1
R01819__cyto,6.1656,CPAR2_406050,C00275,1
R04881__cyto,0.0527,CPAR2_703530,C05576,1
R00970__cyto,1.3059,CPAR2_404130,C00081,2
R03236__cyto,9.1048,CPAR2_703030,C01097,2
R03083__cyto,4.4151,CPAR2_400020,C04691,1
R01055__cyto,4.3355,CPAR2_807860,C00117,2
R04944__cyto,3.0055,CPAR2_110340,C05702,2
TR1002611_CYTMEM__plas,56.9312,CPAR2_108350,C04501,10
R02092__cyto,11.9446,CPAR2_401910,C00363,2
R07168__cyto,5.9445,CPAR2_102630,C04489,2
R03194__cyto,10.0075,CPAR2_210690,C01051,1
R11100__pero,2.4357,CPAR2_213940,C02218,2
R04880__cyto,62.6832,CPAR2_501780,C05576,4
R00734__cyto,49.4417,CPAR2_500520,C00026,14
TO1000305_CYTMEM__plas,73.4591,CPAR2_201900,C00378,3
TR2900877_CYTMEM__plas,0.4115,CPAR2_600780,C00042,1
R04770__cyto,1.5998,CPAR2_701500,C05335,2
R03067__cyto,12.6735,CPAR2_303390,C04807,2
TR1000506_CYTMEM__plas,18.9271,CPAR2_203500,C00669,11
R03628__cyto,8.5403,CPAR2_100040,C01598,1
R01830__cyto,24.1998,CPAR2_804740,C00118,2
TR0000051_CYTMEM__plas,0.0651,CPAR2_208040,C00062,1
R00251__cyto,35.6274,CPAR2_212180,C01879,1
TR2901174_CYTMEM__plas,3.5283,CPAR2_406100,C06103,2
R04445__mito,3.7822,CPAR2_101480,C04281,1
TI2000703_CYTMEM__plas,54.9449,CPAR2_210890,C00954,2
R09844__cyto,0.7829,CPAR2_101850,C00448,2
R01388__cyto,20.337,CPAR2_407610,C00258,2
R03459__cyto,10.2274,CPAR2_208710,C01304,2
R08175__pero,11.8645,CPAR2_209830,C02041,1
R01664__cyto,8.5683,CPAR2_802580,C00239,1
TR2901132_CYTMEM__plas,11.7613,CPAR2_406100,C06427,2
R03457__cyto,4.7621,CPAR2_209620,C04666,1
TR2900254_CYTMEM__plas,8.316,CPAR2_103870,C00239,2
R00519__cyto,6.7084,CPAR2_203450,C00058,5
R02433__cyto,35.7255,CPAR2_701830,C00026,6
R00190__cyto,36.8039,CPAR2_212270,C00119,4
R00530__cyto,2.7649,CPAR2_600800,C00059,1
R00959__cyto,39.8009,CPAR2_800220,C00103,2
R08178__pero,13.6521,CPAR2_209830,C16162,1
R00516__cyto,1.3251,CPAR2_404130,C00475,1
R01041__pero,12.0026,CPAR2_800970,C00116,2
R00691__cyto,3.3625,CPAR2_102850,C00826,1
R02529__cyto,64.3448,CPAR2_104430,C01888,2
R00200__cyto,14.2338,CPAR2_209240,C00074,1
TR1000154_CYTMEM__plas,47.59,CPAR2_109920,C00181,15
R00519__mito,6.7084,CPAR2_203450,C00058,5
R02484__cyto,1.0167,CPAR2_103240,C00526,1
R07495__cyto,0.1327,CPAR2_801560,C15816,1
R08176__pero,12.0349,CPAR2_209830,C00510,1
R04773__cyto,0.0381,CPAR2_805790,C05335,1
TR1000448_CYTMEM__plas,43.3839,CPAR2_108350,C00577,10
R03088__e_r_,1.5037,CPAR2_500140,C00951,1
R02095__cyto,11.9527,CPAR2_401910,C00459,2
R02102__cyto,4.3347,CPAR2_802580,C00365,1
R00192__cyto,4.2088,CPAR2_101020,C00021,1
R02918__cyto,45.737,CPAR2_802620,C00082,3
R00847__cyto,2.5828,CPAR2_203300,C00116,1
TR2900176_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
TR1000588_CYTMEM__plas,49.2516,CPAR2_108350,C00794,10
R01497__cyto,16.5012,CPAR2_401310,C00029,1
R04441__mito,0.4376,CPAR2_100130,C04272,1
R03012__cyto,4.4804,CPAR2_402720,C00860,1
R03858__cyto,26.8076,CPAR2_212970,C00024,6
R03038__cyto,43.7176,CPAR2_601240,C00041,2
R02732__mito,21.6485,CPAR2_301740,C05345,3
R01214__mito,21.7127,CPAR2_503520,C00026,4
R10992__cyto,9.9055,CPAR2_600400,C00109,2
TZ2900029_CYTMEM__plas,0.4152,CPAR2_407600,C14818,1
R05731__mito,0.1124,CPAR2_303740,C01943,1
R02737__cyto,16.1781,CPAR2_205380,C00668,6
R08558__cyto,1148.9183,CPAR2_501780,C00114,4
R02619__cyto,35.7255,CPAR2_701830,C00026,6
R03971__cyto,7.5759,CPAR2_403550,C00025,4
R10088__mito,111.2326,CPAR2_106660,C00118,4
TR0002905_CYTMEM__plas,8.4623,CPAR2_701830,C04780,3
R10920__cyto,9.4451,CPAR2_214150,C00026,2
R11323__cyto,15.2631,CPAR2_501500,C00459,3
R03443__cyto,17.5947,CPAR2_207610,C04133,1
TR0000046_CYTMEM__plas,189.3004,CPAR2_808650,C00055,33
R04285__cyto,0.3997,CPAR2_101350,C04244,1
R02678__cyto,177.0568,CPAR2_203980,C00637,3
R02868__cyto,9.755,CPAR2_204260,C00794,3
TR1000221_CYTMEM__plas,191.2277,CPAR2_808330,C00256,12
R04889__pero,193.4616,CPAR2_203980,C05581,3
R10088__cyto,111.2326,CPAR2_106660,C00118,4
TR0000068_CYTMEM__plas,123.0763,CPAR2_808650,C00081,33
R03451__mito,210.4872,CPAR2_101360,C00026,4
R07035__cyto,140.1702,CPAR2_104050,C05966,2
R00005__cyto,49.803,CPAR2_105520,C01010,1
R03004__cyto,35.3343,CPAR2_303020,C00857,4
R05085__cyto,1.7565,CPAR2_104790,C06055,2
T_alpha_alpha_Trehalose__plas,48.1524,CPAR2_603600,C01083,2
R01280__pero,13.3621,CPAR2_701660,C00249,12
R01214__cyto,21.7127,CPAR2_503520,C00026,4
TR1000268_CYTMEM__plas,6.3291,CPAR2_702960,C00320,5
R02957__cyto,424.0381,CPAR2_203980,C02670,3
R03451__cyto,210.4872,CPAR2_101360,C00026,4
R01126__cyto,1.0236,CPAR2_109450,C00130,1
R00943__cyto,12.4914,CPAR2_204710,C00101,4
R07758__cyto,4.766,CPAR2_807310,C00083,6
TZ2900019_CYTMEM__plas,2.4004,CPAR2_806120,C01327,2
R01624__cyto,4.2468,CPAR2_302650,C00024,2
TR2901077_CYTMEM__plas,3.3213,CPAR2_406100,C00249,2
R00291__cyto,18.6384,CPAR2_106140,C00029,1
TR0009429_CYTMEM__plas,10.3743,CPAR2_105400,C13425,3
R00259__cyto,68.2425,CPAR2_301210,C00024,4
R01163__cyto,4.6387,CPAR2_402720,C01929,1
TR2901022_CYTMEM__plas,13.6828,CPAR2_406100,C05993,2
R02335__cyto,11.6142,CPAR2_805640,C00043,1
TI2000430_CYTMEM__plas,358.8274,CPAR2_210890,C07086,2
TR0000214_CYTMEM__plas,9.238,CPAR2_701830,C00249,3
TR2900219_CYTMEM__plas,6.6445,CPAR2_103870,C00842,2
R01819__mito,6.1656,CPAR2_406050,C00275,1
R00760__cyto,23.1388,CPAR2_204260,C00095,3
R02327__cyto,1.2505,CPAR2_404130,C00299,2
R01598__pero,3.4301,CPAR2_602940,C00219,1
TR1000210_CYTMEM__plas,33.1017,CPAR2_702960,C00245,5
R02466__cyto,10.5424,CPAR2_804600,C00606,3
R01184__cyto,2.2687,CPAR2_502150,C00137,1
TO1012844_CYTMEM__plas,25.0419,CPAR2_201900,C03313,3
TO0010516_CYTMEM__plas,72.4542,CPAR2_700570,C14819,9
TR0005718_CYTMEM__plas,8.5653,CPAR2_105400,C08813,3
TR2900218_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
TO1000104_CYTMEM__plas,11.8119,CPAR2_201900,C00120,3
R08549__mito,63.3298,CPAR2_205940,C00026,2
R04463__cyto,9.434,CPAR2_204070,C04376,2
R01248__cyto,2.6514,CPAR2_402200,C00148,1
R00174__cyto,67.1716,CPAR2_103710,C00250,2
R03199__cyto,3.4482,CPAR2_301800,C01054,1
R02057__cyto,4.1596,CPAR2_703140,C00570,1
R01528__cyto,24.7635,CPAR2_203520,C00345,1
R04903__cyto,164.7574,CPAR2_203980,C05634,3
TR2901180_CYTMEM__plas,27.9517,CPAR2_700120,C00750,22
R00943__mito,12.4914,CPAR2_204710,C00101,4
R00512__mito,108.2192,CPAR2_105320,C00055,1
R04184__cyto,13.9884,CPAR2_304330,C01132,2
R00258__cyto,9.1481,CPAR2_404100,C00041,2
R00829__cyto,26.8076,CPAR2_212970,C00024,6
R03503__cyto,9.2077,CPAR2_303390,C01300,1
R00220__cyto,10.423,CPAR2_304120,C00065,4
R04888__pero,193.4616,CPAR2_203980,C05581,3
TR0000054_CYTMEM__plas,1.0776,CPAR2_201850,C00065,1
R05779__cyto,16.9181,CPAR2_100420,C11526,1
R03165__cyto,35.6686,CPAR2_405820,C01024,1
R02355__e_r_,1.6651,CPAR2_500140,C00468,1
R04747__cyto,26.8076,CPAR2_212970,C00024,6
R01802__cyto,9.9239,CPAR2_500260,C00137,1
TR0000239_CYTMEM__plas,428.3766,CPAR2_301150,C00283,11
TO1000311_CYTMEM__plas,9.5938,CPAR2_209780,C00387,1
R03321__cyto,28.0367,CPAR2_204880,C01172,1
R06223__cyto,0.2339,CPAR2_406760,C00448,1
R00224__cyto,31.706,CPAR2_501020,C00022,2
R03662__cyto,2.7298,CPAR2_102160,C00065,2
TR2900181_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
TR0000064_CYTMEM__plas,0.1863,CPAR2_208040,C00077,1
R01095__cyto,0.3109,CPAR2_101350,C00124,1
R00161__cyto,4.5752,CPAR2_803930,C00061,1
R12401__cyto,0.1207,CPAR2_801560,C22123,1
R04754__cyto,20.8099,CPAR2_807710,C05274,4
R00479__cyto,104.6135,CPAR2_105270,C00311,1
R00942__cyto,2.7966,CPAR2_300450,C00101,4
TR2900122_CYTMEM__plas,9.2462,CPAR2_103870,C00705,2
R01251__cyto,2.6514,CPAR2_402200,C00148,1
TO1000307_CYTMEM__plas,92.7764,CPAR2_201900,C00380,3
R00267__mito,7.2653,CPAR2_209910,C00311,2
R04883__pero,31.0626,CPAR2_203980,C05577,3
R11043__cyto,0.556,CPAR2_603730,C00510,1
TO1000133_CYTMEM__plas,0.4629,CPAR2_806580,C00153,3
TO1000895_CYTMEM__plas,58.1702,CPAR2_201900,C01217,3
TR2901030_CYTMEM__plas,3.2599,CPAR2_406100,C06424,2
R10991__cyto,21.7127,CPAR2_503520,C00026,4
R00986__cyto,71.2806,CPAR2_802830,C00064,4
R02740__cyto,28.0367,CPAR2_204880,C00668,1
R01909__cyto,21.1774,CPAR2_103710,C00314,2
R08557__cyto,1148.9183,CPAR2_501780,C00114,4
TR2900029_CYTMEM__plas,52.3648,CPAR2_211030,C00053,1
R01090__cyto,21.7127,CPAR2_503520,C00026,4
R02301__mito,1.3479,CPAR2_106850,C03479,1
R03004__mito,35.3343,CPAR2_303020,C00857,3
TR0000242_CYTMEM__plas,136.9902,CPAR2_301150,C00288,11
R00267__cyto,7.2653,CPAR2_209910,C00311,2
R01036__cyto,0.0764,CPAR2_101350,C00116,1
TO0000277_CYTMEM__plas,0.3217,CPAR2_107960,C00330,1
TR0000075_CYTMEM__plas,18.5747,CPAR2_301150,C00088,12
R03816__cyto,1.7121,CPAR2_406830,C02059,3
TR1000020_CYTMEM__plas,201.7257,CPAR2_808330,C00022,12
R01092__cyto,4.0896,CPAR2_106130,C00984,1
R02021__cyto,13.937,CPAR2_500130,C00053,1
R08557__mito,1148.9183,CPAR2_501780,C00114,4
TO1002679_CYTMEM__plas,61.2628,CPAR2_201900,C04377,3
TR1000082_CYTMEM__plas,48.4462,CPAR2_108350,C02336,12
TR0003560_CYTMEM__plas,25.7136,CPAR2_701830,C05983,3
TR2900162_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R00985__cyto,3.757,CPAR2_802830,C00251,2
TR2900207_CYTMEM__plas,9.562,CPAR2_103870,C00570,2
R06983__cyto,7.9566,CPAR2_200560,C14180,1
R01468__cyto,14.4786,CPAR2_300480,C00189,1
R08558__mito,1148.9183,CPAR2_501780,C00114,4
R02732__cyto,21.6485,CPAR2_301740,C05345,3
R00707_Cyto__cyto,7.3282,CPAR2_101480,C03912,1
R02300__mito,4.6066,CPAR2_601930,C03479,2
R10993__cyto,1.4785,CPAR2_208390,C02356,2
TZ2900044_CYTMEM__plas,2.4004,CPAR2_806120,C00704,2
TR1000138_CYTMEM__plas,40.4284,CPAR2_108350,C00159,11
R01280__cyto,13.3621,CPAR2_701660,C00249,12
R01968__cyto,0.2565,CPAR2_802580,C00362,1
R05086__cyto,100.4122,CPAR2_304350,C06055,1
TR1001567_CYTMEM__plas,313.2269,CPAR2_203500,C02348,11
R00137__cyto,17.4464,CPAR2_202640,C00455,2
R03005__cyto,17.34,CPAR2_202640,C01185,2
R03664__cyto,3.4094,CPAR2_700730,C00078,2
R02613__cyto,325.5596,CPAR2_104430,C05332,2
R01213__cyto,7.8755,CPAR2_806650,C00024,4
R04439__mito,2.6389,CPAR2_603140,C04272,1
TR1000305_CYTMEM__plas,19.9695,CPAR2_203500,C00378,11
R02082__cyto,19.9724,CPAR2_110330,C00356,1
R04405__cyto,3.1814,CPAR2_802800,C04489,2
TR0002799_CYTMEM__plas,0.5762,CPAR2_803540,C04593,1
TI1000381_CYTMEM__plas,7.1632,CPAR2_110420,C00491,2
R04780__cyto,0.4162,CPAR2_808060,C05378,1
TR2900215_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R02867__cyto,9.755,CPAR2_204260,C00794,6
R01655__cyto,10.1872,CPAR2_204710,C00445,2
R07937__cyto,41.8561,CPAR2_212970,C16169,6
R03005__mito,17.34,CPAR2_202640,C01185,2
TO1000330_CYTMEM__plas,101.0111,CPAR2_201900,C00415,3
R00268__mito,13.4419,CPAR2_209910,C05379,2
R01714__cyto,25.928,CPAR2_701850,C01269,1
R02237__cyto,5.0861,CPAR2_300450,C00921,4
TO0000412_CYTMEM__plas,0.4835,CPAR2_107960,C00526,1
R05202__cyto,41.8173,CPAR2_301970,C01204,1
TR2900126_CYTMEM__plas,7.7168,CPAR2_103870,C00052,2
R00729__cyto,10.8371,CPAR2_704320,C00082,1
R01934__cyto,0.1532,CPAR2_802940,C05662,1
TR1000190_CYTMEM__plas,40.4284,CPAR2_108350,C00221,15
R00416__cyto,11.3659,CPAR2_101180,C04501,1
R00485__cyto,1.6791,CPAR2_200620,C00152,1
R03090__e_r_,1.5037,CPAR2_500140,C00951,1
TR2000056_CYTMEM__plas,77.3665,CPAR2_104260,C00068,1
R03102__cyto,9.8634,CPAR2_108400,C04076,1
TR0016290_CYTMEM__plas,51.1886,CPAR2_701830,C16502,3
R01287__cyto,7.9524,CPAR2_402160,C00283,2
R01470__cyto,9.0618,CPAR2_803790,C01233,2
R10712__cyto,2.2426,CPAR2_103480,C20247,2
TR1001242_CYTMEM__plas,19.8551,CPAR2_108350,C01801,10
R00130__cyto,0.3043,CPAR2_502760,C00882,1
T_L_Glutamate_c00025_CytoMito__plas,11.3537,CPAR2_202850,C00025,1
T__S__Allantoin__plas,313.2269,CPAR2_203500,C02350,11
R09796__cyto,116.3229,CPAR2_400560,C00546,3
TR2002869_CYTMEM__plas,11.2799,CPAR2_200150,C04712,1
R02144__cyto,10.5274,CPAR2_701930,C00386,1
R00261__cyto,32.1676,CPAR2_804600,C00025,3
R00858__cyto,4.3415,CPAR2_806380,C00094,2
R00762__cyto,0.4162,CPAR2_808060,C00354,1
R01569__cyto,5.1153,CPAR2_802580,C00364,1
R05614__mito,1.7402,CPAR2_602300,C05815,1
R03444__cyto,3.6839,CPAR2_205320,C01251,1
R00885__cyto,21.559,CPAR2_807880,C00636,1
R05052__cyto,35.7255,CPAR2_701830,C00026,6
R01068__cyto,0.432,CPAR2_401230,C00354,1
R05553__cyto,0.6078,CPAR2_212310,C11355,1
R00480__cyto,6.6255,CPAR2_500540,C00049,1
TR2900854_CYTMEM__plas,5.0271,CPAR2_600780,C00036,2
R01652__cyto,13.133,CPAR2_805510,C04236,1
R00724__cyto,14.2338,CPAR2_209240,C00074,1
R01218__mito,3.5066,CPAR2_302370,C00143,1
R01843__cyto,8.6758,CPAR2_703030,C05382,2
R00483__cyto,2.5762,CPAR2_805880,C00049,1
R00418__cyto,17.9172,CPAR2_106140,C00043,1
TZ2900052_CYTMEM__plas,2.4004,CPAR2_806120,C16487,1
R01845__cyto,19.7777,CPAR2_104980,C00447,2
R04711__mito,2.1808,CPAR2_602300,C05200,1
TR0002496_CYTMEM__plas,78.4131,CPAR2_601150,C04036,8
TR0000497_CYTMEM__plas,99.7986,CPAR2_808650,C00655,33
R03139__cyto,155.4708,CPAR2_104430,C00986,2
R02332__cyto,1.2505,CPAR2_404130,C00299,2
R00667__cyto,5.2999,CPAR2_402700,C00077,2
TR0000350_CYTMEM__plas,0.8255,CPAR2_105400,C00448,3
R03504__cyto,8.5685,CPAR2_303390,C04874,1
R03857__cyto,20.5289,CPAR2_807600,C01832,4
TR0001157_CYTMEM__plas,285.6008,CPAR2_401600,C01674,2
R01655__mito,10.1872,CPAR2_204710,C00445,2
R01786__cyto,19.1668,CPAR2_204260,C00267,3
R01127__cyto,0.3421,CPAR2_202250,C00130,1
R01931__cyto,2.4203,CPAR2_405170,C00320,2
R03260__cyto,3.5873,CPAR2_110340,C00097,2
R04930__cyto,1.1624,CPAR2_701500,C05699,2
R02331__cyto,62.8102,CPAR2_101390,C01346,1
R00851__cyto,19.2758,CPAR2_102320,C00093,2
R02649__cyto,11.6022,CPAR2_207610,C00624,1
R07280__cyto,121.1141,CPAR2_107590,C04454,1
R00009__cyto,30090.488,CPAR2_207780,C00027,2
R01067__cyto,24.1998,CPAR2_804740,C00118,2
R00351__mito,110.0148,CPAR2_802010,C00036,2
R08181__pero,14.0845,CPAR2_209830,C03035,1
R09944__mito,274.3396,CPAR2_212980,C00063,1
R02422__cyto,999.9351,CPAR2_213150,C00499,1
R03291__cyto,0.6454,CPAR2_402200,C01157,1
R00572__cyto,14.1927,CPAR2_209240,C00063,2
R04378__cyto,0.0627,CPAR2_214060,C04677,1
TR0003178_CYTMEM__plas,0.1231,CPAR2_803540,C05364,1
R01716__cyto,3.403,CPAR2_403110,C00064,2
R01158__cyto,4.4804,CPAR2_402720,C00860,1
R03509__cyto,22.8991,CPAR2_109570,C04302,1
TI2000074_CYTMEM__plas,0.7923,CPAR2_700490,C00087,1
R01658__cyto,22.1599,CPAR2_103950,C00129,4
TR1003285_CYTMEM__plas,606.9444,CPAR2_702960,C05528,5
TR2900311_CYTMEM__plas,81.3504,CPAR2_303940,C00147,1
R01061__cyto,71.8368,CPAR2_808670,C00118,1
R00260__cyto,11.5945,CPAR2_102940,C00025,1
TR0000268_CYTMEM__plas,11.2054,CPAR2_301150,C00320,11
TR0003396_CYTMEM__plas,6.812,CPAR2_301150,C05697,11
R00578__cyto,3.8782,CPAR2_805880,C00064,2
R10092__cyto,2244.7076,CPAR2_101880,C00288,1
R11231__cyto,6.959,CPAR2_108400,C00450,1
R09944__cyto,274.3396,CPAR2_212980,C00063,1
R09077__cyto,0.7149,CPAR2_701310,C00315,1
R08362__cyto,64.6264,CPAR2_402640,C02090,9
R00139__cyto,67.6074,CPAR2_101390,C11038,1
R04065__cyto,60.4137,CPAR2_203980,C05130,3
R00267__pero,7.2653,CPAR2_209910,C00311,2
R00299__cyto,19.1668,CPAR2_204260,C00031,3
TR2900177_CYTMEM__plas,7.7168,CPAR2_103870,C00029,2
TR0003641_CYTMEM__plas,2.3969,CPAR2_105400,C06103,6
TZ2900041_CYTMEM__plas,2.5081,CPAR2_806120,C00088,1
R00509__cyto,18.7979,CPAR2_304080,C00224,1
R03947__cyto,4.2451,CPAR2_210690,C02463,2
TO1009049_CYTMEM__plas,33.1245,CPAR2_800720,C12270,7
R08648__mito,5.0965,CPAR2_406240,C00109,2
R01715__cyto,0.6268,CPAR2_208090,C00251,1
R04620__cyto,1.1684,CPAR2_804250,C04895,3
TO1000059_CYTMEM__plas,46.2723,CPAR2_201900,C00072,3
R00078__cyto,0.3398,CPAR2_302320,C14818,1
TR0000028_CYTMEM__plas,2.659,CPAR2_204300,C00032,1
TR0006277_CYTMEM__plas,4.0479,CPAR2_105400,C09382,3
R01561__cyto,3.5788,CPAR2_103240,C00212,1
TO1000215_CYTMEM__plas,66.3592,CPAR2_201900,C00250,3
R07281__cyto,0.3664,CPAR2_700750,C00199,1
R01281__cyto,64.2131,CPAR2_700230,C00154,4
R11232__cyto,6.959,CPAR2_108400,C00450,1
R07934__cyto,37.1507,CPAR2_807600,C16168,4
R02147__cyto,1.5203,CPAR2_103240,C00387,1
R01123__cyto,0.1752,CPAR2_401630,C00129,1
TO0002511_CYTMEM__plas,1.0774,CPAR2_107960,C04058,1
R01939__cyto,26.9768,CPAR2_213450,C00026,2
TO1000277_CYTMEM__plas,0.6357,CPAR2_209780,C00330,1
R08183__pero,14.4984,CPAR2_209830,C02249,1
R01936__cyto,0.1477,CPAR2_802940,C05533,1
R02702__cyto,3.6182,CPAR2_100040,C00643,1
TR0000021_CYTMEM__plas,21.9955,CPAR2_301150,C14818,19
R01878__cyto,18.2114,CPAR2_302050,C00475,1
R00573__cyto,63.2231,CPAR2_100620,C00064,1
R08180__pero,16.9527,CPAR2_209830,C16169,1
TO1000226_CYTMEM__plas,54.1679,CPAR2_201900,C00262,3
TR2900244_CYTMEM__plas,6.5761,CPAR2_103870,C01081,2
R02864__cyto,0.5069,CPAR2_210690,C00748,2
R04560__cyto,0.3045,CPAR2_202250,C04677,2
R08182__pero,13.9085,CPAR2_209830,C03595,1
R02425__cyto,818.4569,CPAR2_503590,C02350,2
TO1000048_CYTMEM__plas,3347.2758,CPAR2_101880,C00059,5
R10686__cyto,4.766,CPAR2_701260,C00135,2
R00137__mito,17.4464,CPAR2_202640,C00455,2
R00575__cyto,8.0766,CPAR2_203160,C00064,6
R02865__cyto,9.755,CPAR2_204260,C00794,3
R01121__cyto,3.3456,CPAR2_109530,C01143,1
R00355__cyto,35.7255,CPAR2_701830,C00026,6
TR2900876_CYTMEM__plas,5.0271,CPAR2_600780,C00036,1
TR0000150_CYTMEM__plas,11.3632,CPAR2_301150,C00177,11
TO1000304_CYTMEM__plas,6.7226,CPAR2_201900,C00376,3
